Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
2.565612525,-0.995724965,12.03821521,1,2.025,6138.875
2.536252808,-0.993844463,12.12862903,1,1.996,6152.281
2.504669382,-0.994457784,12.23462595,1,1.965,6165.672
2.470611867,-0.994877547,12.3480179,1,1.931,6179.11
2.942942296,-0.00068933,12.37681588,0.0002,0,6192.656
3.050193703,-0.002597584,12.37407852,0.0002,0,6206.219
3.100974915,-0.001946545,12.25116274,0.0004,0,6219.719
3.136892909,-0.000317889,12.13902886,0.0004,0,6233.266
3.165273105,-0.001656938,12.07836095,0.0004,0,6246.781
3.188727647,-0.002667151,11.95211857,0.0004,0,6260.313
3.208950031,-0.004330837,11.82276327,0.0002,0,6273.781
3.226390081,-0.001614024,11.71681662,0.0002,0,6287.313
3.241580381,-0.002750398,11.45851732,0.0002,0,6300.797
3.254667274,-0.000754177,11.13699832,0.0002,0,6314.297
3.266316424,-0.001100686,10.74910652,0.0004,0,6327.813
3.276959751,-0.002825853,10.50881635,0.0002,0,6341.297
3.286418164,-0.001336773,10.15054583,0.0002,0,6354.906
3.295167554,-0.001465304,9.89639505,0.0002,0,6368.422
3.30325145,-0.001759689,9.662330686,0.0004,0,6382.063
3.31030342,-0.00075642,9.390488931,0.0002,0,6395.547
3.317351266,-0.003318183,9.137008089,0.0002,0,6409.063
3.323386671,-0.002291332,8.972806149,0.0002,0,6422.625
3.329356484,-0.001325984,8.756380753,0.0002,0,6436.141
